stop_at,prob,reward,V
23,0.0011765585203749765,0.5359854584173964,-0.998192823221727
1,1.0,0.0,0.0
5,4.181066187057082e-11,0.14323792882205755,-0.9999999999522005
12,5.4063258248411345e-11,0.9950091643535424,-0.9999999998921433
1,1.0,0.0,0.0
1,1.0,0.0,0.0
1,1.0,0.0,0.0
13,0.9938326391314435,0.3073082090248114,0.299245567533329
6,9.377009410338426e-05,0.14464456203283715,-0.9998926665717033
1,1.0,0.0,0.0
18,0.9993163891739084,0.44890026634234315,0.44790978243434454
10,0.9992637504017313,0.2091554652467884,0.208265225021256
5,0.9998085886910492,0.14323792882205755,0.14301910015365937
4,0.9999476701175615,0.0319187218685234,0.03186472168312182
4,0.9999984473233009,0.0319187218685234,0.03191711963236843
18,0.9932263545133773,0.44890026634234315,0.4390859295926668
23,2.3874990861791715e-06,0.5359854584173964,-0.9999963328361217
20,0.9884997625387576,0.9863019276585911,0.9634589838207939
1,1.0,0.0,0.0
16,0.9570982798799398,0.41654488105195164,0.3557726690275569
2,0.9993642473136071,0.005010743965117692,0.0043718056847881215
4,0.9999976262125118,0.0319187218685234,0.03191627231277239
8,0.9988712241428399,0.14813617832501957,0.1468401899261944
1,1.0,0.0,0.0
13,0.9992045617679818,0.3073082090248114,0.30626832609432175
6,0.06269047757282298,0.14464456203283715,-0.9282416857550266
23,0.018316296897801402,0.5359854584173964,-0.9718664343129214
13,0.9994981346540549,0.3073082090248114,0.3066521163382323
20,0.8100973528394394,0.9993996511299325,0.6197083646484569
10,0.9999100273108974,0.2091554652467884,0.20904667427803703
12,0.1792290642141353,0.3003135581198183,-0.7669460177932323
1,1.0,0.0,0.0
18,1.8705043622667844e-08,0.44890026634234315,-0.9999999728982573
23,0.031018667145032056,0.5359854584173964,-0.9523557783257413
1,1.0,0.0,0.0
24,8.085791236445176e-08,0.5526094781139879,-0.9999998744592389
8,0.9999974333443941,0.14813617832501957,0.14813323145486113
3,0.9999503908888498,0.019534945098964807,0.019484366876551862
32,0.00620934884711995,0.9821141189225238,-0.9876923619808082
4,0.9984408452233928,0.0319187218685234,0.030309800864251724
23,0.9908112673304166,0.5359854584173964,0.5218716986556313
1,1.0,0.0,0.0
23,2.996312680315395e-07,0.5359854584173964,-0.9999995397707294
15,0.9942379970275,0.951846793756886,0.9406002467293944
23,0.0011001281204885617,0.5359854584173964,-0.9983102192045336
1,1.0,0.0,0.0
16,0.9929368210457448,0.9922405280202006,0.9781689766508741
12,0.9997616754121128,0.3003135581198183,0.30000366142695545
3,0.9985071160902129,0.019534945098964807,0.01801289778396087
3,0.9948564459638948,0.019534945098964807,0.014290912017150603
5,4.959893112060087e-07,0.14323792882205755,-0.9999994329662072
15,0.9900192698566985,0.9995074516395488,0.979550907345214
18,0.98689439116896,0.44890026634234315,0.4299115462164709
31,0.0008083982209286303,0.958343262292938,-0.9984168787907948
18,0.018120393504266506,0.44890026634234315,-0.9737453570254402
21,0.9824186881332304,0.9866797540294778,0.9517513176944885
19,0.9983042299488036,0.956312073054821,0.9529946176305406
3,0.9999894725504094,0.019534945098964807,0.01952421199622445
23,0.9818253258551383,0.5359854584173964,0.5080694232194141
22,2.368594468261139e-14,0.5350171658090509,-0.9999999999999637
19,0.991767366507554,0.997703020622294,0.9812566638267586
10,0.9980239072736885,0.2091554652467884,0.20676606192693447
3,0.9998297762996754,0.019534945098964807,0.019361396087999916
1,1.0,0.0,0.0
13,0.9998887167863971,0.3073082090248114,0.3071627275661417
17,0.9901811308289822,0.9970075211902747,0.9773991656061687
18,0.9909102977486198,0.9930039807810696,0.9748881680099541
3,0.9999964588769317,0.019534945098964807,0.01953133480025171
31,1.0707821374531913e-08,0.996481483713129,-0.9999999786220329
2,0.9990108644932774,0.005010743965117692,0.004016652153624012
1,1.0,0.0,0.0
8,0.9999657774626486,0.14813617832501957,0.14809688619177241
