V
-0.7761149724219213
0.3487135583084948
0.9494238674460262
0.9494238674460262
-0.3212421719588556
0.18652989710294499
0.9494238674460262
0.9494238674460262
0.9494238674460262
0.14855962051331217
0.9494238674460262
0.9494238674460262
